10542	10542
10544	10544
11076	11076
10216	10216
11082	11082
10408	10408
10092	10092
11015	11015
11493	11493
11643	11643
1378	1378
1707	1707
1718	1718
1975	1975
1682	1682
1802	1802
1902	1902
1503	1503
1525	1525
1952	1952
1699	1699
1788	1788
1827	1827
1531	1531
1853	1853
1759	1759
1904	1904
1568	1568
1720	1720
1615	1615
1889	1889
1623	1623
1626	1626
1814	1814
2006	2006
1668	1668
1785	1785
1903	1903
1564	1564
1675	1675
1858	1858
1627	1627
1705	1705
1775	1775
1822	1822
1811	1811
1641	1641
1514	1514
1808	1808
2009	2009
1593	1593
1780	1780
1813	1813
1588	1588
2008	2008
2000	2000
1777	1777
1610	1610
1658	1658
1970	1970
1578	1578
1582	1582
1565	1565
1993	1993
2011	2011
1653	1653
1784	1784
1537	1537
16	16
1522	1522
2004	2004
1631	1631
1685	1685
1879	1879
1706	1706
1702	1702
1991	1991
2001	2001
1810	1810
1600	1600
1686	1686
1763	1763
1887	1887
2013	2013
1717	1717
1833	1833
1573	1573
1669	1669
1695	1695
1723	1723
1521	1521
2056	2056
2362	2362
2099	2099
2076	2076
2645	2645
2455	2455
2633	2633
2635	2635
2189	2189
2067	2067
2616	2616
2570	2570
2025	2025
2166	2166
2183	2183
2030	2030
2402	2402
2034	2034
2090	2090
2457	2457
2075	2075
2399	2399
2557	2557
2692	2692
2510	2510
2421	2421
2039	2039
2276	2276
2356	2356
2239	2239
2291	2291
2225	2225
2052	2052
2279	2279
2675	2675
2350	2350
2064	2064
2116	2116
2699	2699
2159	2159
2628	2628
2576	2576
2334	2334
2083	2083
2361	2361
2554	2554
2535	2535
2177	2177
2568	2568
2406	2406
2453	2453
2297	2297
2648	2648
2367	2367
2314	2314
2202	2202
2454	2454
3257	3257
3326	3326
3078	3078
2755	2755
3304	3304
3176	3176
2891	2891
2960	2960
2887	2887
2794	2794
3069	3069
2860	2860
3113	3113
3080	3080
3340	3340
2759	2759
2797	2797
3090	3090
3122	3122
3216	3216
2898	2898
3321	3321
3193	3193
3108	3108
3196	3196
2964	2964
3046	3046
3140	3140
2858	2858
2740	2740
3244	3244
2901	2901
3289	3289
3248	3248
3137	3137
3064	3064
2702	2702
2949	2949
3275	3275
3324	3324
2958	2958
2725	2725
3111	3111
3364	3364
3018	3018
2764	2764
3265	3265
2720	2720
2907	2907
2841	2841
2758	2758
3145	3145
3167	3167
2912	2912
2850	2850
3306	3306
2998	2998
2874	2874
3034	3034
2980	2980
3043	3043
3317	3317
2966	2966
3197	3197
2886	2886
2826	2826
2903	2903
3881	3881
3667	3667
3865	3865
3788	3788
3883	3883
3478	3478
3422	3422
3777	3777
3853	3853
3655	3655
3532	3532
3747	3747
3954	3954
3581	3581
3912	3912
3847	3847
3449	3449
3680	3680
3730	3730
3905	3905
3643	3643
3834	3834
3974	3974
3494	3494
3622	3622
3381	3381
3806	3806
3964	3964
3375	3375
3682	3682
3882	3882
3547	3547
3582	3582
3486	3486
3625	3625
3402	3402
3904	3904
3644	3644
3908	3908
3934	3934
3543	3543
3615	3615
3766	3766
3495	3495
3559	3559
3987	3987
3786	3786
3866	3866
3639	3639
3689	3689
3468	3468
3802	3802
3749	3749
3948	3948
3921	3921
3404	3404
3399	3399
3931	3931
3990	3990
3967	3967
3988	3988
4009	4009
3499	3499
3862	3862
3454	3454
3992	3992
3695	3695
3642	3642
3973	3973
4006	4006
3913	3913
3835	3835
3935	3935
3611	3611
3922	3922
3821	3821
3783	3783
3867	3867
3979	3979
4212	4212
4130	4130
4372	4372
4605	4605
4018	4018
4030	4030
4258	4258
4056	4056
4547	4547
4251	4251
4267	4267
4351	4351
4159	4159
4490	4490
4346	4346
4241	4241
4483	4483
4036	4036
4580	4580
4067	4067
4643	4643
4359	4359
4032	4032
4428	4428
4029	4029
4532	4532
4509	4509
4290	4290
4507	4507
4482	4482
4191	4191
4095	4095
4356	4356
4648	4648
4173	4173
4632	4632
4066	4066
4320	4320
4180	4180
4215	4215
4441	4441
4178	4178
4057	4057
4295	4295
4065	4065
4539	4539
4621	4621
4549	4549
4106	4106
4143	4143
4034	4034
4181	4181
4245	4245
4463	4463
4055	4055
4499	4499
4185	4185
4127	4127
4147	4147
4080	4080
4399	4399
5233	5233
4990	4990
4851	4851
5185	5185
5326	5326
5236	5236
5172	5172
5284	5284
5180	5180
5130	5130
5218	5218
5226	5226
5323	5323
4801	4801
4895	4895
4889	4889
5145	5145
4712	4712
5049	5049
4671	4671
4797	4797
5190	5190
4679	4679
4859	4859
4897	4897
5310	5310
4672	4672
4962	4962
4758	4758
4831	4831
4693	4693
5342	5342
5073	5073
5144	5144
4985	4985
5168	5168
4999	4999
5207	5207
4694	4694
5246	5246
4813	4813
4927	4927
5332	5332
5206	5206
4697	4697
5167	5167
5276	5276
5182	5182
5257	5257
4879	4879
4825	4825
5146	5146
5155	5155
4703	4703
5263	5263
4715	4715
4943	4943
5048	5048
4756	4756
4833	4833
4935	4935
5105	5105
5274	5274
4718	4718
5273	5273
4888	4888
5293	5293
5288	5288
4932	4932
5093	5093
5223	5223
4680	4680
5872	5872
5352	5352
5892	5892
5902	5902
5552	5552
5820	5820
5830	5830
5918	5918
5515	5515
5999	5999
6025	6025
5745	5745
5487	5487
5490	5490
5443	5443
5475	5475
5557	5557
5442	5442
5675	5675
5602	5602
5778	5778
5701	5701
5996	5996
5568	5568
5613	5613
5516	5516
5629	5629
5924	5924
5540	5540
5850	5850
5425	5425
6042	6042
5570	5570
5545	5545
5800	5800
5884	5884
5408	5408
5917	5917
