10559	10559
10828	10828
1	1
10765	10765
10074	10074
10171	10171
10926	10926
10142	10142
10388	10388
10583	10583
10141	10141
10868	10868
10507	10507
10420	10420
10279	10279
10195	10195
10302	10302
10885	10885
10986	10986
10523	10523
10620	10620
10123	10123
10497	10497
10325	10325
11008	11008
10233	10233
10702	10702
10477	10477
10781	10781
10770	10770
10919	10919
10077	10077
10339	10339
10191	10191
10207	10207
10020	10020
10967	10967
10469	10469
10080	10080
11669	11669
11796	11796
11441	11441
11087	11087
11388	11388
11819	11819
11698	11698
11141	11141
11822	11822
11425	11425
11128	11128
11802	11802
11509	11509
11529	11529
1885	1885
3540	3540
3448	3448
6617	6617
6866	6866
6639	6639
656	656
6805	6805
6545	6545
6483	6483
6829	6829
6731	6731
6873	6873
6851	6851
6734	6734
6363	6363
6889	6889
6810	6810
6613	6613
6677	6677
6699	6699
6560	6560
6745	6745
6812	6812
6791	6791
6943	6943
7358	7358
6985	6985
7098	7098
7199	7199
7320	7320
7610	7610
7082	7082
7080	7080
7266	7266
7198	7198
7359	7359
7092	7092
6910	6910
7047	7047
7312	7312
7119	7119
7218	7218
7114	7114
6936	6936
7379	7379
7450	7450
7382	7382
7280	7280
7485	7485
6952	6952
7504	7504
7292	7292
7252	7252
7072	7072
7153	7153
7232	7232
7144	7144
7336	7336
7466	7466
7231	7231
7393	7393
7258	7258
7446	7446
7783	7783
8393	8393
8046	8046
8041	8041
8134	8134
8184	8184
7948	7948
8060	8060
8383	8383
7945	7945
8217	8217
8336	8336
7968	7968
7787	7787
7905	7905
8237	8237
7700	7700
7685	7685
7898	7898
7929	7929
7711	7711
8266	8266
8138	8138
7841	7841
8206	8206
8135	8135
8417	8417
7639	7639
8089	8089
8120	8120
7923	7923
7657	7657
7824	7824
8100	8100
8058	8058
7967	7967
8178	8178
8076	8076
7992	7992
8314	8314
8291	8291
8155	8155
8238	8238
8246	8246
7915	7915
8073	8073
8554	8554
8783	8783
8594	8594
8675	8675
9248	9248
9135	9135
8734	8734
8598	8598
8864	8864
9187	9187
9076	9076
9211	9211
8463	8463
8729	8729
9215	9215
8985	8985
8936	8936
8803	8803
9246	9246
9024	9024
9133	9133
8840	8840
9158	9158
8449	8449
8787	8787
8988	8988
9174	9174
8808	8808
8632	8632
8483	8483
8423	8423
8911	8911
8934	8934
8635	8635
9101	9101
9119	9119
8851	8851
8852	8852
9220	9220
8818	8818
8731	8731
9072	9072
8905	8905
8788	8788
9112	9112
8599	8599
9188	9188
9720	9720
9635	9635
9796	9796
9568	9568
9450	9450
9518	9518
9589	9589
9702	9702
9372	9372
9360	9360
9565	9565
9276	9276
9869	9869
9527	9527
9726	9726
9375	9375
9453	9453
9274	9274
9871	9871
9307	9307
9516	9516
9399	9399
9735	9735
9719	9719
9969	9969
9421	9421
9369	9369
9920	9920
9457	9457
9367	9367
9262	9262
9616	9616
9743	9743
9380	9380
9799	9799
9324	9324
9351	9351
9747	9747
