IID	ChipType
9796	chip_Illumina_GSAs
9568	chip_Illumina_GSAs
9450	chip_Illumina_GSAs
9518	chip_Illumina_GSAs
9589	chip_Illumina_GSAs
9702	chip_Illumina_GSAs
9372	chip_Illumina_GSAs
9360	chip_Illumina_GSAs
9565	chip_Illumina_GSAs
9276	chip_Illumina_GSAs
9869	chip_Illumina_GSAs
9527	chip_Illumina_GSAs
9726	chip_Illumina_GSAs
9375	chip_Illumina_GSAs
9453	chip_Illumina_GSAs
9274	chip_Illumina_GSAs
9871	chip_Illumina_GSAs
9307	chip_Illumina_GSAs
9516	chip_Illumina_GSAs
9399	chip_Illumina_GSAs
9735	chip_Illumina_GSAs
9719	chip_Illumina_GSAs
9969	chip_Illumina_GSAs
9421	chip_Illumina_GSAs
9369	chip_Illumina_GSAs
9920	chip_Illumina_GSAs
9457	chip_Illumina_GSAs
9367	chip_Illumina_GSAs
9262	chip_Illumina_GSAs
9616	chip_Illumina_GSAs
9743	chip_Illumina_GSAs
9380	chip_Illumina_GSAs
9799	chip_Illumina_GSAs
9324	chip_Illumina_GSAs
9351	chip_Illumina_GSAs
9747	chip_Illumina_GSAs
1042	chip_OmniExpress
1084	chip_OmniExpress
10977	chip_OmniExpress
10881	chip_OmniExpress
1035	chip_OmniExpress
1078	chip_OmniExpress
10508	chip_OmniExpress
10827	chip_OmniExpress
1074	chip_OmniExpress
1092	chip_OmniExpress
1426	chip_OmniExpress
11519	chip_OmniExpress
1259	chip_OmniExpress
1183	chip_OmniExpress
1393	chip_OmniExpress
1450	chip_OmniExpress
11125	chip_OmniExpress
1491	chip_OmniExpress
1715	chip_OmniExpress
1772	chip_OmniExpress
1674	chip_OmniExpress
1964	chip_OmniExpress
1561	chip_OmniExpress
1731	chip_OmniExpress
1647	chip_OmniExpress
1625	chip_OmniExpress
1599	chip_OmniExpress
1595	chip_OmniExpress
1691	chip_OmniExpress
1735	chip_OmniExpress
1737	chip_OmniExpress
1532	chip_OmniExpress
1519	chip_OmniExpress
2665	chip_OmniExpress
2393	chip_OmniExpress
2047	chip_OmniExpress
2207	chip_OmniExpress
2041	chip_OmniExpress
203	chip_OmniExpress
2358	chip_OmniExpress
2203	chip_OmniExpress
2506	chip_OmniExpress
2040	chip_OmniExpress
2574	chip_OmniExpress
2571	chip_OmniExpress
2673	chip_OmniExpress
2636	chip_OmniExpress
2053	chip_OmniExpress
2101	chip_OmniExpress
2651	chip_OmniExpress
3267	chip_OmniExpress
2705	chip_OmniExpress
3303	chip_OmniExpress
2748	chip_OmniExpress
3097	chip_OmniExpress
3048	chip_OmniExpress
3068	chip_OmniExpress
2732	chip_OmniExpress
3124	chip_OmniExpress
3185	chip_OmniExpress
2953	chip_OmniExpress
3087	chip_OmniExpress
2708	chip_OmniExpress
3357	chip_OmniExpress
3015	chip_OmniExpress
3082	chip_OmniExpress
2839	chip_OmniExpress
3025	chip_OmniExpress
2894	chip_OmniExpress
2729	chip_OmniExpress
3050	chip_OmniExpress
2715	chip_OmniExpress
3277	chip_OmniExpress
3199	chip_OmniExpress
2928	chip_OmniExpress
3301	chip_OmniExpress
3224	chip_OmniExpress
3733	chip_OmniExpress
3957	chip_OmniExpress
3459	chip_OmniExpress
3858	chip_OmniExpress
3833	chip_OmniExpress
3624	chip_OmniExpress
339	chip_OmniExpress
3672	chip_OmniExpress
3952	chip_OmniExpress
3971	chip_OmniExpress
3671	chip_OmniExpress
3571	chip_OmniExpress
3626	chip_OmniExpress
3393	chip_OmniExpress
3822	chip_OmniExpress
3782	chip_OmniExpress
3595	chip_OmniExpress
3660	chip_OmniExpress
3688	chip_OmniExpress
3767	chip_OmniExpress
3397	chip_OmniExpress
3751	chip_OmniExpress
3886	chip_OmniExpress
3885	chip_OmniExpress
4614	chip_OmniExpress
4460	chip_OmniExpress
4652	chip_OmniExpress
4304	chip_OmniExpress
4021	chip_OmniExpress
4585	chip_OmniExpress
4604	chip_OmniExpress
4207	chip_OmniExpress
4468	chip_OmniExpress
4552	chip_OmniExpress
4297	chip_OmniExpress
4430	chip_OmniExpress
4638	chip_OmniExpress
4425	chip_OmniExpress
4502	chip_OmniExpress
4584	chip_OmniExpress
4042	chip_OmniExpress
4641	chip_OmniExpress
429	chip_OmniExpress
4568	chip_OmniExpress
4111	chip_OmniExpress
4213	chip_OmniExpress
4041	chip_OmniExpress
4133	chip_OmniExpress
4176	chip_OmniExpress
4667	chip_OmniExpress
4583	chip_OmniExpress
4360	chip_OmniExpress
4538	chip_OmniExpress
4369	chip_OmniExpress
4064	chip_OmniExpress
4252	chip_OmniExpress
4235	chip_OmniExpress
4602	chip_OmniExpress
4440	chip_OmniExpress
4224	chip_OmniExpress
4644	chip_OmniExpress
4412	chip_OmniExpress
4597	chip_OmniExpress
4135	chip_OmniExpress
4598	chip_OmniExpress
4204	chip_OmniExpress
4522	chip_OmniExpress
4654	chip_OmniExpress
4555	chip_OmniExpress
4198	chip_OmniExpress
4738	chip_OmniExpress
5301	chip_OmniExpress
4796	chip_OmniExpress
4954	chip_OmniExpress
5170	chip_OmniExpress
5283	chip_OmniExpress
4928	chip_OmniExpress
5034	chip_OmniExpress
4947	chip_OmniExpress
4939	chip_OmniExpress
4832	chip_OmniExpress
5241	chip_OmniExpress
5099	chip_OmniExpress
5237	chip_OmniExpress
5278	chip_OmniExpress
4864	chip_OmniExpress
5103	chip_OmniExpress
4754	chip_OmniExpress
4834	chip_OmniExpress
4880	chip_OmniExpress
4696	chip_OmniExpress
5275	chip_OmniExpress
5199	chip_OmniExpress
5024	chip_OmniExpress
5267	chip_OmniExpress
4732	chip_OmniExpress
4917	chip_OmniExpress
4910	chip_OmniExpress
4925	chip_OmniExpress
5258	chip_OmniExpress
5888	chip_OmniExpress
5844	chip_OmniExpress
5867	chip_OmniExpress
5362	chip_OmniExpress
5859	chip_OmniExpress
5633	chip_OmniExpress
5768	chip_OmniExpress
5573	chip_OmniExpress
5502	chip_OmniExpress
5596	chip_OmniExpress
5485	chip_OmniExpress
5895	chip_OmniExpress
5583	chip_OmniExpress
5611	chip_OmniExpress
542	chip_OmniExpress
5544	chip_OmniExpress
5810	chip_OmniExpress
5775	chip_OmniExpress
5826	chip_OmniExpress
5792	chip_OmniExpress
5666	chip_OmniExpress
5514	chip_OmniExpress
5913	chip_OmniExpress
579	chip_OmniExpress
5912	chip_OmniExpress
6056	chip_OmniExpress
6108	chip_OmniExpress
6235	chip_OmniExpress
6187	chip_OmniExpress
6184	chip_OmniExpress
6885	chip_OmniExpress
6228	chip_OmniExpress
6387	chip_OmniExpress
6366	chip_OmniExpress
6689	chip_OmniExpress
6704	chip_OmniExpress
6722	chip_OmniExpress
6191	chip_OmniExpress
6695	chip_OmniExpress
6348	chip_OmniExpress
6085	chip_OmniExpress
6316	chip_OmniExpress
6857	chip_OmniExpress
6874	chip_OmniExpress
6247	chip_OmniExpress
7307	chip_OmniExpress
7527	chip_OmniExpress
7013	chip_OmniExpress
7189	chip_OmniExpress
72	chip_OmniExpress
7384	chip_OmniExpress
7261	chip_OmniExpress
7245	chip_OmniExpress
6959	chip_OmniExpress
6908	chip_OmniExpress
7019	chip_OmniExpress
7372	chip_OmniExpress
71	chip_OmniExpress
7597	chip_OmniExpress
7195	chip_OmniExpress
7538	chip_OmniExpress
7613	chip_OmniExpress
7163	chip_OmniExpress
7376	chip_OmniExpress
703	chip_OmniExpress
7222	chip_OmniExpress
7267	chip_OmniExpress
7465	chip_OmniExpress
7377	chip_OmniExpress
6923	chip_OmniExpress
7616	chip_OmniExpress
6935	chip_OmniExpress
7688	chip_OmniExpress
7847	chip_OmniExpress
7735	chip_OmniExpress
7708	chip_OmniExpress
8384	chip_OmniExpress
8212	chip_OmniExpress
8327	chip_OmniExpress
8274	chip_OmniExpress
7659	chip_OmniExpress
8132	chip_OmniExpress
7882	chip_OmniExpress
8015	chip_OmniExpress
7732	chip_OmniExpress
7828	chip_OmniExpress
8052	chip_OmniExpress
7646	chip_OmniExpress
8085	chip_OmniExpress
9223	chip_OmniExpress
8432	chip_OmniExpress
8991	chip_OmniExpress
8469	chip_OmniExpress
9050	chip_OmniExpress
9259	chip_OmniExpress
9107	chip_OmniExpress
8641	chip_OmniExpress
8707	chip_OmniExpress
8427	chip_OmniExpress
8547	chip_OmniExpress
8685	chip_OmniExpress
8499	chip_OmniExpress
8885	chip_OmniExpress
8592	chip_OmniExpress
9539	chip_OmniExpress
994	chip_OmniExpress
991	chip_OmniExpress
945	chip_OmniExpress
9803	chip_OmniExpress
9822	chip_OmniExpress
9278	chip_OmniExpress
9804	chip_OmniExpress
9388	chip_OmniExpress
9941	chip_OmniExpress
1100	chip_OmniExpress_plus
1033	chip_OmniExpress_plus
1047	chip_OmniExpress_plus
1026	chip_OmniExpress_plus
1041	chip_OmniExpress_plus
1079	chip_OmniExpress_plus
1071	chip_OmniExpress_plus
1103	chip_OmniExpress_plus
1029	chip_OmniExpress_plus
1094	chip_OmniExpress_plus
10	chip_OmniExpress_plus
1034	chip_OmniExpress_plus
1040	chip_OmniExpress_plus
1046	chip_OmniExpress_plus
1039	chip_OmniExpress_plus
1060	chip_OmniExpress_plus
1081	chip_OmniExpress_plus
1085	chip_OmniExpress_plus
1036	chip_OmniExpress_plus
1020	chip_OmniExpress_plus
10251	chip_OmniExpress_plus
1091	chip_OmniExpress_plus
1024	chip_OmniExpress_plus
11	chip_OmniExpress_plus
1028	chip_OmniExpress_plus
10374	chip_OmniExpress_plus
1022	chip_OmniExpress_plus
1080	chip_OmniExpress_plus
1038	chip_OmniExpress_plus
1013	chip_OmniExpress_plus
1066	chip_OmniExpress_plus
1063	chip_OmniExpress_plus
1058	chip_OmniExpress_plus
1089	chip_OmniExpress_plus
1077	chip_OmniExpress_plus
1104	chip_OmniExpress_plus
1075	chip_OmniExpress_plus
1440	chip_OmniExpress_plus
141	chip_OmniExpress_plus
1209	chip_OmniExpress_plus
1193	chip_OmniExpress_plus
13	chip_OmniExpress_plus
1165	chip_OmniExpress_plus
1325	chip_OmniExpress_plus
1177	chip_OmniExpress_plus
1424	chip_OmniExpress_plus
1221	chip_OmniExpress_plus
1420	chip_OmniExpress_plus
139	chip_OmniExpress_plus
1131	chip_OmniExpress_plus
1374	chip_OmniExpress_plus
1404	chip_OmniExpress_plus
1290	chip_OmniExpress_plus
1201	chip_OmniExpress_plus
1470	chip_OmniExpress_plus
1459	chip_OmniExpress_plus
1467	chip_OmniExpress_plus
1288	chip_OmniExpress_plus
1465	chip_OmniExpress_plus
1390	chip_OmniExpress_plus
1112	chip_OmniExpress_plus
1338	chip_OmniExpress_plus
137	chip_OmniExpress_plus
1227	chip_OmniExpress_plus
1192	chip_OmniExpress_plus
1409	chip_OmniExpress_plus
1379	chip_OmniExpress_plus
1275	chip_OmniExpress_plus
1129	chip_OmniExpress_plus
1210	chip_OmniExpress_plus
1447	chip_OmniExpress_plus
1213	chip_OmniExpress_plus
1442	chip_OmniExpress_plus
1235	chip_OmniExpress_plus
1384	chip_OmniExpress_plus
1341	chip_OmniExpress_plus
1133	chip_OmniExpress_plus
1134	chip_OmniExpress_plus
1366	chip_OmniExpress_plus
1499	chip_OmniExpress_plus
1430	chip_OmniExpress_plus
1142	chip_OmniExpress_plus
1432	chip_OmniExpress_plus
1125	chip_OmniExpress_plus
1305	chip_OmniExpress_plus
1462	chip_OmniExpress_plus
1446	chip_OmniExpress_plus
1171	chip_OmniExpress_plus
1258	chip_OmniExpress_plus
144	chip_OmniExpress_plus
1375	chip_OmniExpress_plus
1190	chip_OmniExpress_plus
1121	chip_OmniExpress_plus
1214	chip_OmniExpress_plus
1466	chip_OmniExpress_plus
1392	chip_OmniExpress_plus
1172	chip_OmniExpress_plus
1233	chip_OmniExpress_plus
146	chip_OmniExpress_plus
1412	chip_OmniExpress_plus
123	chip_OmniExpress_plus
1163	chip_OmniExpress_plus
1281	chip_OmniExpress_plus
1445	chip_OmniExpress_plus
1147	chip_OmniExpress_plus
1215	chip_OmniExpress_plus
1114	chip_OmniExpress_plus
124	chip_OmniExpress_plus
1414	chip_OmniExpress_plus
1401	chip_OmniExpress_plus
1312	chip_OmniExpress_plus
1196	chip_OmniExpress_plus
1382	chip_OmniExpress_plus
1269	chip_OmniExpress_plus
1494	chip_OmniExpress_plus
1173	chip_OmniExpress_plus
2022	chip_OmniExpress_plus
1877	chip_OmniExpress_plus
1851	chip_OmniExpress_plus
1664	chip_OmniExpress_plus
202	chip_OmniExpress_plus
1523	chip_OmniExpress_plus
189	chip_OmniExpress_plus
1992	chip_OmniExpress_plus
1901	chip_OmniExpress_plus
1764	chip_OmniExpress_plus
1875	chip_OmniExpress_plus
1876	chip_OmniExpress_plus
1778	chip_OmniExpress_plus
1996	chip_OmniExpress_plus
160	chip_OmniExpress_plus
175	chip_OmniExpress_plus
200	chip_OmniExpress_plus
1841	chip_OmniExpress_plus
1980	chip_OmniExpress_plus
1507	chip_OmniExpress_plus
1712	chip_OmniExpress_plus
1984	chip_OmniExpress_plus
1678	chip_OmniExpress_plus
1727	chip_OmniExpress_plus
1743	chip_OmniExpress_plus
159	chip_OmniExpress_plus
1987	chip_OmniExpress_plus
1515	chip_OmniExpress_plus
1566	chip_OmniExpress_plus
1659	chip_OmniExpress_plus
1742	chip_OmniExpress_plus
1815	chip_OmniExpress_plus
168	chip_OmniExpress_plus
154	chip_OmniExpress_plus
1958	chip_OmniExpress_plus
1968	chip_OmniExpress_plus
1790	chip_OmniExpress_plus
1697	chip_OmniExpress_plus
1776	chip_OmniExpress_plus
1825	chip_OmniExpress_plus
1985	chip_OmniExpress_plus
1848	chip_OmniExpress_plus
177	chip_OmniExpress_plus
2018	chip_OmniExpress_plus
1745	chip_OmniExpress_plus
199	chip_OmniExpress_plus
1963	chip_OmniExpress_plus
1892	chip_OmniExpress_plus
2106	chip_OmniExpress_plus
207	chip_OmniExpress_plus
2456	chip_OmniExpress_plus
2385	chip_OmniExpress_plus
2516	chip_OmniExpress_plus
2288	chip_OmniExpress_plus
2214	chip_OmniExpress_plus
2498	chip_OmniExpress_plus
2238	chip_OmniExpress_plus
2512	chip_OmniExpress_plus
216	chip_OmniExpress_plus
2050	chip_OmniExpress_plus
2042	chip_OmniExpress_plus
266	chip_OmniExpress_plus
2278	chip_OmniExpress_plus
258	chip_OmniExpress_plus
2307	chip_OmniExpress_plus
2676	chip_OmniExpress_plus
2153	chip_OmniExpress_plus
2162	chip_OmniExpress_plus
251	chip_OmniExpress_plus
22	chip_OmniExpress_plus
2236	chip_OmniExpress_plus
2293	chip_OmniExpress_plus
2687	chip_OmniExpress_plus
241	chip_OmniExpress_plus
2023	chip_OmniExpress_plus
2035	chip_OmniExpress_plus
2151	chip_OmniExpress_plus
2074	chip_OmniExpress_plus
2504	chip_OmniExpress_plus
2558	chip_OmniExpress_plus
2339	chip_OmniExpress_plus
2700	chip_OmniExpress_plus
268	chip_OmniExpress_plus
2329	chip_OmniExpress_plus
2080	chip_OmniExpress_plus
2077	chip_OmniExpress_plus
2677	chip_OmniExpress_plus
2024	chip_OmniExpress_plus
253	chip_OmniExpress_plus
2681	chip_OmniExpress_plus
2158	chip_OmniExpress_plus
2542	chip_OmniExpress_plus
2048	chip_OmniExpress_plus
204	chip_OmniExpress_plus
2513	chip_OmniExpress_plus
2217	chip_OmniExpress_plus
2249	chip_OmniExpress_plus
2412	chip_OmniExpress_plus
2371	chip_OmniExpress_plus
2096	chip_OmniExpress_plus
328	chip_OmniExpress_plus
3335	chip_OmniExpress_plus
287	chip_OmniExpress_plus
2760	chip_OmniExpress_plus
3341	chip_OmniExpress_plus
2849	chip_OmniExpress_plus
323	chip_OmniExpress_plus
276	chip_OmniExpress_plus
33	chip_OmniExpress_plus
3227	chip_OmniExpress_plus
2920	chip_OmniExpress_plus
2890	chip_OmniExpress_plus
295	chip_OmniExpress_plus
322	chip_OmniExpress_plus
2971	chip_OmniExpress_plus
325	chip_OmniExpress_plus
2881	chip_OmniExpress_plus
330	chip_OmniExpress_plus
3170	chip_OmniExpress_plus
3344	chip_OmniExpress_plus
319	chip_OmniExpress_plus
2739	chip_OmniExpress_plus
3104	chip_OmniExpress_plus
2983	chip_OmniExpress_plus
3004	chip_OmniExpress_plus
296	chip_OmniExpress_plus
279	chip_OmniExpress_plus
3186	chip_OmniExpress_plus
2969	chip_OmniExpress_plus
3320	chip_OmniExpress_plus
3158	chip_OmniExpress_plus
2751	chip_OmniExpress_plus
2707	chip_OmniExpress_plus
305	chip_OmniExpress_plus
3211	chip_OmniExpress_plus
3206	chip_OmniExpress_plus
2718	chip_OmniExpress_plus
285	chip_OmniExpress_plus
298	chip_OmniExpress_plus
288	chip_OmniExpress_plus
3280	chip_OmniExpress_plus
3343	chip_OmniExpress_plus
294	chip_OmniExpress_plus
3085	chip_OmniExpress_plus
311	chip_OmniExpress_plus
2990	chip_OmniExpress_plus
3179	chip_OmniExpress_plus
3569	chip_OmniExpress_plus
3395	chip_OmniExpress_plus
337	chip_OmniExpress_plus
3598	chip_OmniExpress_plus
3605	chip_OmniExpress_plus
366	chip_OmniExpress_plus
3394	chip_OmniExpress_plus
3923	chip_OmniExpress_plus
3799	chip_OmniExpress_plus
38	chip_OmniExpress_plus
397	chip_OmniExpress_plus
368	chip_OmniExpress_plus
347	chip_OmniExpress_plus
345	chip_OmniExpress_plus
3531	chip_OmniExpress_plus
3706	chip_OmniExpress_plus
3417	chip_OmniExpress_plus
357	chip_OmniExpress_plus
349	chip_OmniExpress_plus
3415	chip_OmniExpress_plus
363	chip_OmniExpress_plus
40	chip_OmniExpress_plus
380	chip_OmniExpress_plus
394	chip_OmniExpress_plus
341	chip_OmniExpress_plus
3489	chip_OmniExpress_plus
3724	chip_OmniExpress_plus
3780	chip_OmniExpress_plus
3728	chip_OmniExpress_plus
466	chip_OmniExpress_plus
440	chip_OmniExpress_plus
4438	chip_OmniExpress_plus
4569	chip_OmniExpress_plus
441	chip_OmniExpress_plus
4646	chip_OmniExpress_plus
4171	chip_OmniExpress_plus
4498	chip_OmniExpress_plus
4342	chip_OmniExpress_plus
437	chip_OmniExpress_plus
4587	chip_OmniExpress_plus
4248	chip_OmniExpress_plus
4230	chip_OmniExpress_plus
439	chip_OmniExpress_plus
4381	chip_OmniExpress_plus
4195	chip_OmniExpress_plus
463	chip_OmniExpress_plus
420	chip_OmniExpress_plus
44	chip_OmniExpress_plus
4411	chip_OmniExpress_plus
411	chip_OmniExpress_plus
4594	chip_OmniExpress_plus
4194	chip_OmniExpress_plus
4200	chip_OmniExpress_plus
4048	chip_OmniExpress_plus
4558	chip_OmniExpress_plus
4500	chip_OmniExpress_plus
4240	chip_OmniExpress_plus
4301	chip_OmniExpress_plus
483	chip_OmniExpress_plus
5098	chip_OmniExpress_plus
500	chip_OmniExpress_plus
488	chip_OmniExpress_plus
528	chip_OmniExpress_plus
468	chip_OmniExpress_plus
4735	chip_OmniExpress_plus
4814	chip_OmniExpress_plus
497	chip_OmniExpress_plus
4983	chip_OmniExpress_plus
481	chip_OmniExpress_plus
5235	chip_OmniExpress_plus
502	chip_OmniExpress_plus
5195	chip_OmniExpress_plus
495	chip_OmniExpress_plus
5044	chip_OmniExpress_plus
503	chip_OmniExpress_plus
5302	chip_OmniExpress_plus
473	chip_OmniExpress_plus
4784	chip_OmniExpress_plus
533	chip_OmniExpress_plus
4695	chip_OmniExpress_plus
53	chip_OmniExpress_plus
4998	chip_OmniExpress_plus
4837	chip_OmniExpress_plus
556	chip_OmniExpress_plus
572	chip_OmniExpress_plus
58	chip_OmniExpress_plus
554	chip_OmniExpress_plus
594	chip_OmniExpress_plus
589	chip_OmniExpress_plus
581	chip_OmniExpress_plus
6035	chip_OmniExpress_plus
602	chip_OmniExpress_plus
567	chip_OmniExpress_plus
5965	chip_OmniExpress_plus
549	chip_OmniExpress_plus
583	chip_OmniExpress_plus
595	chip_OmniExpress_plus
574	chip_OmniExpress_plus
5620	chip_OmniExpress_plus
563	chip_OmniExpress_plus
561	chip_OmniExpress_plus
5447	chip_OmniExpress_plus
5582	chip_OmniExpress_plus
539	chip_OmniExpress_plus
569	chip_OmniExpress_plus
55	chip_OmniExpress_plus
6099	chip_OmniExpress_plus
650	chip_OmniExpress_plus
667	chip_OmniExpress_plus
646	chip_OmniExpress_plus
651	chip_OmniExpress_plus
607	chip_OmniExpress_plus
609	chip_OmniExpress_plus
62	chip_OmniExpress_plus
6860	chip_OmniExpress_plus
688	chip_OmniExpress_plus
610	chip_OmniExpress_plus
669	chip_OmniExpress_plus
6192	chip_OmniExpress_plus
684	chip_OmniExpress_plus
613	chip_OmniExpress_plus
6120	chip_OmniExpress_plus
675	chip_OmniExpress_plus
6544	chip_OmniExpress_plus
6861	chip_OmniExpress_plus
6706	chip_OmniExpress_plus
645	chip_OmniExpress_plus
63	chip_OmniExpress_plus
6589	chip_OmniExpress_plus
685	chip_OmniExpress_plus
6179	chip_OmniExpress_plus
678	chip_OmniExpress_plus
6859	chip_OmniExpress_plus
637	chip_OmniExpress_plus
754	chip_OmniExpress_plus
762	chip_OmniExpress_plus
6989	chip_OmniExpress_plus
745	chip_OmniExpress_plus
726	chip_OmniExpress_plus
721	chip_OmniExpress_plus
7547	chip_OmniExpress_plus
7127	chip_OmniExpress_plus
74	chip_OmniExpress_plus
758	chip_OmniExpress_plus
75	chip_OmniExpress_plus
722	chip_OmniExpress_plus
761	chip_OmniExpress_plus
735	chip_OmniExpress_plus
7471	chip_OmniExpress_plus
7055	chip_OmniExpress_plus
749	chip_OmniExpress_plus
8	chip_OmniExpress_plus
7989	chip_OmniExpress_plus
803	chip_OmniExpress_plus
798	chip_OmniExpress_plus
777	chip_OmniExpress_plus
781	chip_OmniExpress_plus
8129	chip_OmniExpress_plus
7722	chip_OmniExpress_plus
807	chip_OmniExpress_plus
839	chip_OmniExpress_plus
820	chip_OmniExpress_plus
782	chip_OmniExpress_plus
836	chip_OmniExpress_plus
811	chip_OmniExpress_plus
775	chip_OmniExpress_plus
776	chip_OmniExpress_plus
832	chip_OmniExpress_plus
792	chip_OmniExpress_plus
799	chip_OmniExpress_plus
80	chip_OmniExpress_plus
81	chip_OmniExpress_plus
842	chip_OmniExpress_plus
8318	chip_OmniExpress_plus
8415	chip_OmniExpress_plus
806	chip_OmniExpress_plus
7981	chip_OmniExpress_plus
763	chip_OmniExpress_plus
808	chip_OmniExpress_plus
779	chip_OmniExpress_plus
816	chip_OmniExpress_plus
912	chip_OmniExpress_plus
8841	chip_OmniExpress_plus
898	chip_OmniExpress_plus
862	chip_OmniExpress_plus
850	chip_OmniExpress_plus
924	chip_OmniExpress_plus
885	chip_OmniExpress_plus
918	chip_OmniExpress_plus
925	chip_OmniExpress_plus
9195	chip_OmniExpress_plus
922	chip_OmniExpress_plus
865	chip_OmniExpress_plus
9232	chip_OmniExpress_plus
8874	chip_OmniExpress_plus
891	chip_OmniExpress_plus
899	chip_OmniExpress_plus
909	chip_OmniExpress_plus
916	chip_OmniExpress_plus
8737	chip_OmniExpress_plus
854	chip_OmniExpress_plus
915	chip_OmniExpress_plus
903	chip_OmniExpress_plus
887	chip_OmniExpress_plus
920	chip_OmniExpress_plus
952	chip_OmniExpress_plus
968	chip_OmniExpress_plus
9765	chip_OmniExpress_plus
990	chip_OmniExpress_plus
999	chip_OmniExpress_plus
951	chip_OmniExpress_plus
966	chip_OmniExpress_plus
9928	chip_OmniExpress_plus
9781	chip_OmniExpress_plus
99	chip_OmniExpress_plus
9812	chip_OmniExpress_plus
9519	chip_OmniExpress_plus
954	chip_OmniExpress_plus
943	chip_OmniExpress_plus
926	chip_OmniExpress_plus
949	chip_OmniExpress_plus
10645	chip_unknown
10653	chip_unknown
10106	chip_unknown
10383	chip_unknown
10448	chip_unknown
10093	chip_unknown
10232	chip_unknown
10572	chip_unknown
10058	chip_unknown
10790	chip_unknown
10936	chip_unknown
10635	chip_unknown
10348	chip_unknown
10188	chip_unknown
10520	chip_unknown
11062	chip_unknown
10347	chip_unknown
10785	chip_unknown
10489	chip_unknown
10962	chip_unknown
10530	chip_unknown
10897	chip_unknown
10414	chip_unknown
11053	chip_unknown
10424	chip_unknown
1050	chip_unknown
10834	chip_unknown
10430	chip_unknown
10984	chip_unknown
1010	chip_unknown
10883	chip_unknown
11012	chip_unknown
10097	chip_unknown
10100	chip_unknown
10959	chip_unknown
10384	chip_unknown
10036	chip_unknown
10632	chip_unknown
10773	chip_unknown
10575	chip_unknown
10362	chip_unknown
10246	chip_unknown
10586	chip_unknown
10490	chip_unknown
10964	chip_unknown
10492	chip_unknown
1059	chip_unknown
10381	chip_unknown
10260	chip_unknown
10012	chip_unknown
11069	chip_unknown
11462	chip_unknown
11753	chip_unknown
11531	chip_unknown
11795	chip_unknown
11790	chip_unknown
11562	chip_unknown
11758	chip_unknown
11135	chip_unknown
11393	chip_unknown
1403	chip_unknown
118	chip_unknown
126	chip_unknown
1472	chip_unknown
11739	chip_unknown
11526	chip_unknown
11377	chip_unknown
14	chip_unknown
11828	chip_unknown
11548	chip_unknown
11520	chip_unknown
11747	chip_unknown
11502	chip_unknown
11458	chip_unknown
11515	chip_unknown
11585	chip_unknown
11641	chip_unknown
1342	chip_unknown
11584	chip_unknown
11432	chip_unknown
11525	chip_unknown
11143	chip_unknown
11528	chip_unknown
11397	chip_unknown
11557	chip_unknown
1452	chip_unknown
11700	chip_unknown
11360	chip_unknown
11396	chip_unknown
11744	chip_unknown
11785	chip_unknown
1239	chip_unknown
11499	chip_unknown
1738	chip_unknown
1871	chip_unknown
180	chip_unknown
187	chip_unknown
17	chip_unknown
2055	chip_unknown
252	chip_unknown
26	chip_unknown
2070	chip_unknown
215	chip_unknown
2694	chip_unknown
2274	chip_unknown
2662	chip_unknown
210	chip_unknown
2275	chip_unknown
2212	chip_unknown
2629	chip_unknown
2304	chip_unknown
262	chip_unknown
2316	chip_unknown
2028	chip_unknown
2660	chip_unknown
2746	chip_unknown
3192	chip_unknown
3234	chip_unknown
2856	chip_unknown
3130	chip_unknown
3129	chip_unknown
3985	chip_unknown
3993	chip_unknown
4012	chip_unknown
3370	chip_unknown
36	chip_unknown
3423	chip_unknown
3998	chip_unknown
4010	chip_unknown
3942	chip_unknown
35	chip_unknown
4546	chip_unknown
4179	chip_unknown
4343	chip_unknown
4170	chip_unknown
4613	chip_unknown
42	chip_unknown
4084	chip_unknown
4026	chip_unknown
4292	chip_unknown
4577	chip_unknown
5213	chip_unknown
5027	chip_unknown
5164	chip_unknown
5066	chip_unknown
5154	chip_unknown
4941	chip_unknown
5169	chip_unknown
5107	chip_unknown
5192	chip_unknown
5221	chip_unknown
512	chip_unknown
5249	chip_unknown
4952	chip_unknown
5041	chip_unknown
4705	chip_unknown
5330	chip_unknown
4996	chip_unknown
5176	chip_unknown
5943	chip_unknown
5998	chip_unknown
5460	chip_unknown
5628	chip_unknown
6020	chip_unknown
5672	chip_unknown
5709	chip_unknown
6	chip_unknown
5815	chip_unknown
5359	chip_unknown
5853	chip_unknown
580	chip_unknown
5494	chip_unknown
5559	chip_unknown
6045	chip_unknown
5795	chip_unknown
5480	chip_unknown
5728	chip_unknown
5351	chip_unknown
5659	chip_unknown
5612	chip_unknown
5536	chip_unknown
5790	chip_unknown
5727	chip_unknown
5857	chip_unknown
5501	chip_unknown
5531	chip_unknown
5961	chip_unknown
5641	chip_unknown
5935	chip_unknown
5868	chip_unknown
5581	chip_unknown
60	chip_unknown
5506	chip_unknown
682	chip_unknown
6725	chip_unknown
6634	chip_unknown
6131	chip_unknown
6182	chip_unknown
6738	chip_unknown
6750	chip_unknown
6869	chip_unknown
6599	chip_unknown
6314	chip_unknown
64	chip_unknown
644	chip_unknown
6221	chip_unknown
6117	chip_unknown
6341	chip_unknown
6780	chip_unknown
6321	chip_unknown
