10	10	-0.10018	-0.0131383	-0.0555108	0.00935019	-0.037954	-0.0379552	0
10012	10012	-0.0937156	-0.00333456	-0.0864014	-0.0134228	-0.0941678	0.0398117	1
10036	10036	-0.01389	0.0160346	-0.0148774	0.00977875	-0.0151863	-0.00832436	0
10097	10097	0.0198467	0.00789151	0.0345192	-0.00995524	-0.0150971	-0.0123828	1
1010	1010	-0.0463669	0.0393545	0.0183604	0.0191743	-0.0588407	0.0517891	0
10100	10100	-0.03893	0.0243749	-0.0152501	-0.0294397	-0.0530024	0.0218414	1
10106	10106	0.00914016	0.000913984	0.0543373	0.00402922	-0.0464045	-0.00861268	1
1013	1013	0.0187001	0.0165846	0.0112665	0.00766912	-0.00840756	-0.0137384	0
1020	1020	0.0175682	0.0160971	0.0118389	0.00274153	0.0111969	0.0136677	0
10216	10216	-0.0149187	0.010993	-0.0145466	0.0235449	-0.0468531	0.0124671	0
1022	1022	0.0161216	0.00488739	0.00266862	0.00553139	0.00831209	-0.0559124	0
10232	10232	-0.00489071	0.00107029	0.0112512	-0.0254622	-7.46714e-05	0.0178044	0
1024	1024	0.00758144	-0.0219696	-0.0678684	-0.0184852	-0.000202551	0.00310498	1
10246	10246	0.00559694	-0.0171762	0.0265986	-0.0134792	0.0327725	-0.0473143	0
1026	1026	0.0170127	0.00316999	0.033272	-0.00684161	-0.0198414	-0.0224963	1
10260	10260	0.0139413	0.0299154	-0.00533724	0.000764076	0.0489211	-0.00560145	1
1028	1028	0.0102239	0.0234432	-0.0169004	0.0245619	0.0118105	0.0197128	1
1033	1033	-0.126551	-0.010664	0.045181	-0.015985	0.014854	0.0357728	0
1034	1034	-0.0838324	-0.0145015	0.00319761	-0.00266322	0.0327908	0.00543997	0
10348	10348	-0.0244857	0.0245617	-0.00241354	-0.0115103	-0.0363568	0.0390998	0
1036	1036	0.0179218	0.0208821	0.00534962	0.0308701	-0.00804634	-0.0246729	0
10374	10374	-0.0465602	0.0053854	0.0283577	-0.0288222	0.00535683	0.00898361	1
10381	10381	0.030014	-0.0122679	0.0203349	-0.0375416	0.0459858	0.0582511	1
10383	10383	-0.0160897	0.0223118	-0.0463249	-0.0145368	0.0144082	-0.0145751	0
10384	10384	0.0249891	0.00177352	-0.0180413	-0.00873101	0.0213638	-0.00293266	1
1039	1039	0.0278933	0.00555729	-0.0128644	0.0269651	0.0368083	-0.00163594	0
10408	10408	0.0106184	-0.0483942	0.00425894	-0.00677988	-0.0432296	0.0256007	1
1041	1041	0.0152933	0.0169013	-0.0215872	0.0333235	0.0220881	0.00568979	1
1047	1047	-0.00976161	0.0222789	-0.0392843	-0.0130154	0.000726322	-0.0090521	0
10489	10489	0.00305476	-0.13531	-0.0101042	-0.0192671	-0.0261346	0.0242328	0
10490	10490	0.000651121	0.0285877	0.0139372	-0.0055175	-0.0229081	0.0206004	1
10492	10492	0.0182276	-0.0376402	0.0296472	-0.0178562	-0.0750118	0.0658677	1
10530	10530	0.0131186	-0.0173713	0.0514953	0.0419006	0.0237436	-0.0488056	0
10542	10542	-0.00179244	-0.0544018	-0.00813748	-0.0431602	0.00345503	0.00619573	1
10544	10544	-0.0309532	0.00362016	-0.0133643	0.0340083	-0.0163886	-0.00375815	0
10572	10572	0.000946957	0.00946144	0.103507	0.00471428	0.0629012	-0.0227329	1
1058	1058	0.0150935	-0.00247428	0.023834	0.0218029	-0.0326683	0.0403452	1
10586	10586	0.00871652	0.0164955	0.0157242	0.0096487	0.0107374	-0.0419623	0
1060	1060	0.00185309	-0.0282643	-0.0180469	0.0389666	-0.00584139	0.0031102	0
10635	10635	0.00366853	-0.0138842	0.0106989	0.0395622	0.0348932	0.018476	1
10653	10653	0.0142495	-0.0280933	0.00967885	0.029833	-0.00123064	0.0335327	1
1066	1066	0.00359148	0.00654981	-0.0291341	0.0248652	-0.000615075	-0.00975032	0
1071	1071	-0.0236522	-0.0499918	-0.0082772	0.0207886	-0.0565477	0.00431421	0
1075	1075	0.0100841	0.00567534	-0.0169173	-0.0228943	0.00500598	0.0265589	1
1077	1077	0.0148943	-0.0834802	-0.0145163	-0.0388515	-0.0115059	-0.013203	0
10773	10773	0.0284076	-0.0291376	-0.030069	-0.0407601	-0.0171274	0.0155806	0
10785	10785	0.0107167	0.00661336	0.00195856	0.00117655	-0.0178802	0.0718867	1
1079	1079	0.00928893	0.00305678	0.0113944	-0.0163643	-0.0293926	0.0234267	1
10790	10790	0.0180015	0.0266906	-0.0219591	-0.0109541	0.025497	0.000457603	0
1085	1085	0.0133345	-0.0209518	-0.0137045	-0.0371964	0.00364955	-0.0234801	0
10897	10897	0.0216869	0.0114074	-0.00834626	-0.00050232	0.023727	-0.0542571	1
1091	1091	0.0129916	0.0224449	0.0130588	0.034675	0.000339089	0.0180842	0
10962	10962	-0.00604715	0.00382318	-0.0152222	0.047888	0.0105704	-0.0608351	1
10984	10984	0.0110767	0.0391993	0.0132292	-0.0300797	0.0246647	0.0312857	0
11	11	-0.129244	-0.00666958	0.0662484	0.048801	0.046664	-0.015487	0
11012	11012	0.0225708	0.00264907	-0.0363008	-0.0321111	0.0291266	-0.0144343	1
11015	11015	0.00608711	0.00712372	0.0161126	-0.0232502	-0.00836969	0.0528596	1
1103	1103	0.0166246	0.0106861	-0.00169525	0.00260398	0.00905881	0.0140502	1
1104	1104	0.0149038	0.0126337	-0.0124918	0.000708491	0.0419557	-0.0294064	1
11053	11053	0.0201624	0.016059	0.0318257	0.031119	0.0429852	-0.0219292	0
11062	11062	0.0025652	0.0253034	0.000256966	0.0232852	-0.0105893	-0.00655454	1
11069	11069	0.00345271	-0.0754531	-0.0260537	0.0496815	0.0263851	-0.00965527	1
11076	11076	0.00687086	0.0422739	0.0195685	0.0177374	-0.00845298	-0.0119984	1
11082	11082	0.0127641	0.0197609	0.00269319	0.0291132	-0.00742013	-0.0153396	0
1114	1114	0.0157915	0.0214707	0.00662848	-0.0175011	0.0265714	-0.0143989	0
1121	1121	-0.00292912	0.00895407	0.00170891	-0.0175622	-0.0111126	0.0263801	1
1125	1125	0.0190395	0.0132809	0.033444	-0.0196675	-0.00302654	-0.0113094	0
1129	1129	-0.00761271	0.0295677	-0.0528257	0.00936479	0.0198068	-0.0110652	0
1131	1131	0.0307725	0.0195511	-0.0253433	0.00490698	0.0167271	0.0104262	1
1133	1133	0.0191213	-0.00997158	0.0149998	0.0225318	0.00938856	-0.0157897	0
1134	1134	0.0117082	0.019043	-0.0100318	-0.0111816	-0.00374364	0.00158329	1
11377	11377	0.00487586	-0.0368049	0.0575926	0.0732252	0.0109162	0.0539185	0
11393	11393	0.0162052	0.0397258	0.0293813	0.0227925	0.00486344	0.0154978	1
11396	11396	-0.0324851	0.00661451	-0.0196313	-0.00388335	0.00423501	0.0475407	1
11397	11397	0.0352404	0.000641593	0.00192899	-0.00763663	-0.0263393	-0.031623	1
1142	1142	-0.00720532	0.00847166	-0.0159447	-0.021747	0.0153068	-0.0236251	1
